Date,Open,High,Low,Close,Volume
2/27/2008,2357.870605,2386.625244,2386.625244,2386.625244,3224139
2/28/2008,2415.379639,2372.248047,2372.248047,2372.248047,1742989
2/29/2008,2343.493408,2314.739014,2314.739014,2314.739014,5228695
3/3/2008,2199.720947,2199.720947,2199.720947,2199.720947,7022172
3/4/2008,2099.080078,2099.080078,2099.080078,2099.080078,3727712
3/5/2008,1998.439209,2027.193726,2027.193726,2027.193726,9763974
3/6/2008,2127.834473,2127.834473,2127.834473,2127.834473,875294
3/7/2008,2228.475342,2228.475342,2228.475342,2228.475342,14887364
3/10/2008,2329.116211,2329.116211,2329.116211,2329.116211,14632100
3/11/2008,2386.625244,2314.739014,2314.739014,2314.739014,8359693
3/12/2008,2329.116211,2357.870605,2357.870605,2357.870605,10418850
3/13/2008,2386.625244,2372.248047,2372.248047,2372.248047,5328522
3/14/2008,2329.116211,2329.116211,2329.116211,2329.116211,3588275
3/17/2008,2242.852539,2214.098145,2214.098145,2214.098145,4733825
3/18/2008,2113.457275,2113.457275,2113.457275,2113.457275,9983780
3/19/2008,2214.098145,2113.457275,2113.457275,2113.457275,6247337
3/20/2008,2084.702881,2084.702881,2084.702881,2084.702881,5745490
3/21/2008,2084.702881,1984.06189,1984.06189,1984.06189,9364403
3/24/2008,1897.79834,1897.79834,1897.79834,1897.79834,3964571
3/25/2008,1811.53479,1811.53479,1811.53479,1811.53479,1345135
3/26/2008,1739.64856,1869.043823,1869.043823,1869.043823,13364118
3/27/2008,1883.421143,1883.421143,1883.421143,1883.421143,6235515
3/28/2008,1897.79834,1897.79834,1897.79834,1897.79834,4823183
3/31/2008,1912.175659,1912.175659,1912.175659,1912.175659,2735167
4/1/2008,1926.552856,1926.552856,1926.552856,1926.552856,452762
4/2/2008,1940.930176,1940.930176,1940.930176,1940.930176,2024329
4/3/2008,1955.307373,1955.307373,1955.307373,1955.307373,2438184
4/4/2008,1969.684692,1969.684692,1969.684692,1969.684692,1693
4/7/2008,1998.439209,1998.439209,1998.439209,1998.439209,114038
4/8/2008,2027.193726,2027.193726,2027.193726,2027.193726,23320822
4/9/2008,1998.439209,1998.439209,1998.439209,1998.439209,10144448
4/10/2008,1969.684692,1969.684692,1969.684692,1969.684692,2445134
4/11/2008,1940.930176,1940.930176,1940.930176,1940.930176,339033
4/14/2008,NA,NA,NA,NA,NA
4/15/2008,NA,NA,NA,NA,NA
4/16/2008,1912.175659,1912.175659,1912.175659,1912.175659,778272
4/17/2008,1883.421143,1926.552856,1926.552856,1926.552856,11172813
4/18/2008,1940.930176,1897.79834,1897.79834,1897.79834,4853108
4/21/2008,1869.043823,1869.043823,1869.043823,1869.043823,1636213
4/22/2008,1840.289307,1840.289307,1840.289307,1840.289307,1878271
4/23/2008,1811.53479,1811.53479,1811.53479,1811.53479,1354191
4/24/2008,1782.780273,1782.780273,1782.780273,1782.780273,4832247
4/25/2008,1754.025757,1754.025757,1754.025757,1754.025757,7906533
4/28/2008,1782.780273,1782.780273,1782.780273,1782.780273,5923905
4/29/2008,1811.53479,1811.53479,1811.53479,1811.53479,8254659
4/30/2008,NA,NA,NA,NA,NA
5/1/2008,NA,NA,NA,NA,NA
5/2/2008,NA,NA,NA,NA,NA
5/5/2008,1840.289307,1840.289307,1840.289307,1840.289307,7903756
5/6/2008,1869.043823,1869.043823,1869.043823,1869.043823,10938777
5/7/2008,1854.666626,1869.043823,1869.043823,1869.043823,13098425
5/8/2008,1840.289307,1840.289307,1840.289307,1840.289307,5381710
5/9/2008,1811.53479,1811.53479,1811.53479,1811.53479,782460
5/12/2008,1782.780273,1782.780273,1782.780273,1782.780273,911125
5/13/2008,1754.025757,1754.025757,1754.025757,1754.025757,26736
5/14/2008,1725.27124,1725.27124,1725.27124,1725.27124,3067999
5/15/2008,1696.516724,1696.516724,1696.516724,1696.516724,333121
5/16/2008,1667.762207,1667.762207,1667.762207,1667.762207,13808911
5/19/2008,1639.00769,1639.00769,1639.00769,1639.00769,7220724
5/20/2008,1610.253174,1610.253174,1610.253174,1610.253174,296977
5/21/2008,1581.498657,1581.498657,1581.498657,1581.498657,3603571
5/22/2008,1552.744141,1552.744141,1552.744141,1552.744141,2408979
5/23/2008,1523.989624,1523.989624,1523.989624,1523.989624,7030854
5/26/2008,1495.235107,1495.235107,1495.235107,1495.235107,322704
5/27/2008,NA,NA,NA,NA,NA
5/28/2008,NA,NA,NA,NA,NA
5/29/2008,NA,NA,NA,NA,NA
5/30/2008,1466.480591,1466.480591,1466.480591,1466.480591,190538
6/2/2008,1437.726074,1437.726074,1437.726074,1437.726074,76482
6/3/2008,1408.971558,1408.971558,1408.971558,1408.971558,133518
6/4/2008,1383.092407,1383.092407,1383.092407,1383.092407,542504
6/5/2008,1357.213379,1357.213379,1357.213379,1357.213379,262520
6/6/2008,1331.334351,1331.334351,1331.334351,1331.334351,602284
6/9/2008,1305.4552,1305.4552,1305.4552,1305.4552,365136
6/10/2008,1279.576172,1279.576172,1279.576172,1279.576172,35074
6/11/2008,1256.57251,1256.57251,1256.57251,1256.57251,7249243
6/12/2008,1236.444336,1279.576172,1279.576172,1279.576172,5544827
6/13/2008,1302.579834,1302.579834,1302.579834,1302.579834,5458591
6/16/2008,1328.458862,1328.458862,1328.458862,1328.458862,829387
6/17/2008,1354.337891,1354.337891,1354.337891,1354.337891,519873
6/18/2008,1380.217041,1380.217041,1328.458862,1328.458862,14946124
6/19/2008,1328.458862,1328.458862,1291.078003,1291.078003,8514803
6/20/2008,1253.697144,1291.078003,1253.697144,1253.697144,3712413
6/23/2008,1291.078003,1291.078003,1291.078003,1291.078003,5057581
6/24/2008,1328.458862,1328.458862,1328.458862,1328.458862,6027179
6/25/2008,1365.839722,1365.839722,1365.839722,1365.839722,4472312
6/26/2008,1406.096069,1406.096069,1391.71875,1406.096069,13834317
6/27/2008,1408.971558,1437.726074,1380.217041,1437.726074,6348185
6/30/2008,1480.857788,1480.857788,1480.857788,1480.857788,124806
7/1/2008,1523.989624,1523.989624,1523.989624,1523.989624,689941
7/2/2008,1567.121338,1567.121338,1567.121338,1567.121338,1216468
7/3/2008,1610.253174,1610.253174,1610.253174,1610.253174,460748
7/4/2008,1653.384888,1653.384888,1653.384888,1653.384888,5178300
7/7/2008,1696.516724,1696.516724,1610.253174,1696.516724,28172224
7/8/2008,1667.762207,1739.64856,1653.384888,1739.64856,18755962
7/9/2008,1782.780273,1782.780273,1768.403076,1782.780273,20136255
7/10/2008,1825.912109,1825.912109,1825.912109,1825.912109,21022046
7/11/2008,1879.970581,1879.970581,1879.970581,1879.970581,26080345
7/14/2008,1936.329468,1936.329468,1936.329468,1936.329468,7618653
7/15/2008,1992.688232,1992.688232,1992.688232,1992.688232,6018914
7/16/2008,2032.94458,2032.94458,1992.688232,2032.94458,50275305
7/17/2008,2093.329102,2093.329102,2093.329102,2093.329102,1378886
7/18/2008,2153.713623,2153.713623,2093.329102,2153.713623,46763813
7/21/2008,2113.457275,2093.329102,2093.329102,2093.329102,23362764
7/22/2008,2032.94458,2032.94458,2032.94458,2032.94458,2747613
7/23/2008,1972.560181,1972.560181,1972.560181,1972.560181,3208409
7/24/2008,2012.816406,2012.816406,1916.201294,1932.303833,43668877
7/25/2008,1988.66272,1988.66272,1952.432007,1988.66272,17695323
7/28/2008,2032.94458,2032.94458,2032.94458,2032.94458,1699088
7/29/2008,2093.329102,2093.329102,2093.329102,2093.329102,321156
7/30/2008,2153.713623,2153.713623,2153.713623,2153.713623,4242033
7/31/2008,2214.098145,2214.098145,2214.098145,2214.098145,7148660
8/1/2008,NA,NA,NA,NA,NA
8/4/2008,NA,NA,NA,NA,NA
8/5/2008,NA,NA,NA,NA,NA
8/6/2008,NA,NA,NA,NA,NA
8/7/2008,NA,NA,NA,NA,NA
8/8/2008,NA,NA,NA,NA,NA
8/11/2008,NA,NA,NA,NA,NA
8/12/2008,NA,NA,NA,NA,NA
8/13/2008,NA,NA,NA,NA,NA
8/14/2008,NA,NA,NA,NA,NA
8/15/2008,NA,NA,NA,NA,NA
8/18/2008,NA,NA,NA,NA,NA
8/19/2008,NA,NA,NA,NA,NA
8/20/2008,NA,NA,NA,NA,NA
8/21/2008,NA,NA,NA,NA,NA
8/22/2008,NA,NA,NA,NA,NA
8/25/2008,NA,NA,NA,NA,NA
8/26/2008,NA,NA,NA,NA,NA
8/27/2008,NA,NA,NA,NA,NA
8/28/2008,NA,NA,NA,NA,NA
8/29/2008,NA,NA,NA,NA,NA
9/1/2008,NA,NA,NA,NA,NA
9/2/2008,NA,NA,NA,NA,NA
9/3/2008,NA,NA,NA,NA,NA
9/4/2008,NA,NA,NA,NA,NA
9/5/2008,NA,NA,NA,NA,NA
9/8/2008,2415.379639,2576.405029,2415.379639,2495.892334,27758581
9/9/2008,2536.148682,2596.533203,2455.635986,2536.148682,16206609
9/10/2008,2576.405029,2576.405029,2435.507813,2455.635986,11297825
9/11/2008,2375.123535,2435.507813,2375.123535,2395.251465,15493426
9/12/2008,2294.61084,2375.123535,2294.61084,2294.61084,34556271
9/15/2008,2395.251465,2395.251465,2334.867188,2395.251465,16592161
9/16/2008,2455.635986,2455.635986,2294.61084,2294.61084,24403088
9/17/2008,2214.098145,2254.354492,2214.098145,2214.098145,23557743
9/18/2008,2113.457275,2113.457275,2113.457275,2113.457275,14879357
9/19/2008,2214.098145,2214.098145,2214.098145,2214.098145,9748997
9/22/2008,2314.739014,2314.739014,2314.739014,2314.739014,210623
9/23/2008,2294.61084,2415.379639,2254.354492,2354.995361,63283930
9/24/2008,2334.867188,2354.995361,2274.482666,2274.482666,14362677
9/25/2008,2334.867188,2375.123535,2314.739014,2375.123535,33323433
9/26/2008,2475.76416,2475.76416,2375.123535,2455.635986,50848855
9/29/2008,2334.867188,2455.635986,2334.867188,2354.995361,32243356
9/30/2008,2254.354492,2254.354492,2254.354492,2254.354492,825685
10/1/2008,2294.61084,2314.739014,2153.713623,2173.841797,37733178
10/2/2008,2173.841797,2234.226318,2113.457275,2173.841797,22474938
10/3/2008,2113.457275,2173.841797,2113.457275,2113.457275,17068100
10/6/2008,2053.072754,2053.072754,2008.790771,2008.790771,17528882
10/7/2008,1912.175659,1912.175659,1912.175659,1912.175659,8493291
10/8/2008,1819.58606,1819.58606,1819.58606,1819.58606,12805160
10/9/2008,1731.022095,1831.662964,1731.022095,1731.022095,27414297
10/10/2008,1646.483887,1646.483887,1646.483887,1646.483887,3483897
10/13/2008,1598.17627,1646.483887,1565.971191,1565.971191,20019687
10/14/2008,1642.458252,1642.458252,1642.458252,1642.458252,1503089
10/15/2008,1722.970947,1722.970947,1610.253174,1722.970947,27903167
10/16/2008,1638.432617,1710.894043,1638.432617,1670.637695,12481240
10/17/2008,1670.637695,1690.765869,1662.586426,1678.688965,11917844
10/20/2008,1670.637695,1670.637695,1618.304443,1622.330078,8326618
10/21/2008,1670.637695,1670.637695,1622.330078,1670.637695,11016879
10/22/2008,1610.253174,1630.381348,1602.201904,1606.227539,9390533
10/23/2008,1529.740479,1549.868652,1529.740479,1529.740479,7382668
10/24/2008,1453.25354,1489.484131,1453.25354,1453.25354,10855419
10/27/2008,1380.792114,1380.792114,1380.792114,1380.792114,4089020
10/28/2008,1312.356323,1320.407593,1312.356323,1312.356323,35491036
10/29/2008,1376.766479,1376.766479,1255.997437,1312.356323,29552344
10/30/2008,1247.946167,1312.356323,1247.946167,1247.946167,25121729
10/31/2008,1247.946167,1308.330688,1219.766724,1308.330688,18478562
11/3/2008,1260.023071,1348.587036,1247.946167,1300.279419,20109345
11/4/2008,1300.279419,1364.689575,1288.202515,1364.689575,11160462
11/5/2008,1429.099731,1429.099731,1429.099731,1429.099731,2685760
11/6/2008,1408.971558,1497.5354,1388.843384,1481.432861,43640811
11/7/2008,1408.971558,1477.407227,1408.971558,1408.971558,27763547
11/10/2008,1388.843384,1469.355957,1388.843384,1412.997192,12046022
11/11/2008,1360.66394,1368.71521,1344.561401,1344.561401,9869237
11/12/2008,1280.151245,1288.202515,1280.151245,1288.202515,16872586
11/13/2008,1239.894897,1328.458862,1239.894897,1308.330688,8526584
11/14/2008,1368.71521,1368.71521,1308.330688,1336.510132,8366105
11/17/2008,1304.305054,1336.510132,1304.305054,1316.381958,5816205
11/18/2008,1268.074341,1316.381958,1268.074341,1276.12561,7576440
11/19/2008,1288.202515,1292.228149,1268.074341,1272.099976,5234171
11/20/2008,1211.715454,1239.894897,1211.715454,1211.715454,20049986
11/21/2008,1159.382324,1211.715454,1159.382324,1203.664185,11228507
11/24/2008,1247.946167,1247.946167,1207.689819,1215.741089,9733841
11/25/2008,1247.946167,1247.946167,1231.843628,1247.946167,7971141
11/26/2008,1247.946167,1255.997437,1219.766724,1219.766724,9790476
11/27/2008,1207.689819,1207.689819,1167.433594,1167.433594,15247005
11/28/2008,1215.741089,1223.792358,1167.433594,1223.792358,14493589
12/1/2008,1191.58728,1251.971802,1187.561768,1223.792358,6327417
12/2/2008,1207.689819,1207.689819,1199.63855,1199.63855,3083951
12/3/2008,1207.689819,1207.689819,1199.63855,1203.664185,3445888
12/4/2008,1207.689819,1235.869263,1207.689819,1211.715454,6916887
12/5/2008,1191.58728,1191.58728,1127.177246,1139.25415,6089454
12/8/2008,1103.023438,1111.074707,1082.895264,1082.895264,10766227
12/9/2008,1082.895264,1127.177246,1082.895264,1119.125977,7920714
12/10/2008,1103.023438,1111.074707,1094.972168,1094.972168,3432472
12/11/2008,1094.972168,1119.125977,1094.972168,1115.100342,3723114
12/12/2008,1159.382324,1167.433594,1127.177246,1167.433594,12451931
12/15/2008,1223.792358,1223.792358,1187.561768,1223.792358,10931417
12/16/2008,1207.689819,1207.689819,1163.407959,1163.407959,6377843
12/17/2008,1199.63855,1219.766724,1163.407959,1203.664185,8295325
12/18/2008,1203.664185,1231.843628,1187.561768,1215.741089,6093920
12/19/2008,1187.561768,1227.817993,1187.561768,1215.741089,12439503
12/22/2008,1268.074341,1268.074341,1239.894897,1255.997437,10885715
12/23/2008,1235.869263,1239.894897,1215.741089,1227.817993,10076136
12/24/2008,1207.689819,1235.869263,1207.689819,1227.817993,7070164
12/25/2008,1247.946167,1247.946167,1227.817993,1231.843628,5603314
12/26/2008,1231.843628,1255.997437,1227.817993,1247.946167,7264415
12/29/2008,1247.946167,1255.997437,1243.920532,1247.946167,5292062
12/30/2008,1247.946167,1292.228149,1247.946167,1288.202515,16385220
12/31/2008,1300.279419,1300.279419,1268.074341,1268.074341,10409509
1/1/2009,NA,NA,NA,NA,NA
1/2/2009,1268.074341,1268.074341,1243.920532,1247.946167,3337825
1/5/2009,1247.946167,1247.946167,1223.792358,1235.869263,6364927
1/6/2009,1239.894897,1268.074341,1239.894897,1255.997437,7678006
1/7/2009,1288.202515,1308.330688,1280.151245,1296.253784,16761063
1/8/2009,1268.074341,1292.228149,1264.048706,1276.12561,10672590
1/9/2009,1280.151245,1288.202515,1276.12561,1280.151245,9593241
1/12/2009,1276.12561,1280.151245,1268.074341,1280.151245,4569685
1/13/2009,1272.099976,1272.099976,1255.997437,1260.023071,6167684
1/14/2009,1247.946167,1284.17688,1247.946167,1260.023071,6020138
1/15/2009,1251.971802,1260.023071,1251.971802,1255.997437,3187529
1/16/2009,1255.997437,1264.048706,1247.946167,1251.971802,3023588
1/19/2009,1251.971802,1251.971802,1235.869263,1235.869263,4007288
1/20/2009,1235.869263,1235.869263,1227.817993,1231.843628,3544002
1/21/2009,1227.817993,1231.843628,1211.715454,1211.715454,3550228
1/22/2009,1227.817993,1227.817993,1219.766724,1227.817993,1217187
1/23/2009,1219.766724,1243.920532,1219.766724,1239.894897,1174950
1/26/2009,NA,NA,NA,NA,NA
1/27/2009,NA,NA,NA,NA,NA
1/28/2009,NA,NA,NA,NA,NA
1/29/2009,NA,NA,NA,NA,NA
1/30/2009,NA,NA,NA,NA,NA
2/2/2009,1235.869263,1239.894897,1199.63855,1207.689819,4415925
2/3/2009,1199.63855,1199.63855,1179.510498,1183.536133,5603800
2/4/2009,1155.356689,1191.58728,1131.202881,1143.279785,7430590
2/5/2009,1127.177246,1131.202881,1094.972168,1098.997803,6429767
2/6/2009,1111.074707,1119.125977,1098.997803,1119.125977,6282218
2/9/2009,1167.433594,1171.459229,1143.279785,1171.459229,7086064
2/10/2009,1167.433594,1227.817993,1155.356689,1203.664185,10542156
2/11/2009,1171.459229,1215.741089,1171.459229,1195.612915,3702738
2/12/2009,1207.689819,1219.766724,1191.58728,1195.612915,2528018
2/13/2009,1195.612915,1195.612915,1187.561768,1187.561768,2394129
2/16/2009,1167.433594,1183.536133,1159.382324,1163.407959,3624256
2/17/2009,1147.30542,1147.30542,1107.049072,1115.100342,8657001
2/18/2009,1070.818359,1094.972168,1070.818359,1078.869629,7782613
2/19/2009,1107.049072,1115.100342,1074.843994,1090.946533,5568783
2/20/2009,1086.920898,1086.920898,1066.792725,1078.869629,2571007
2/23/2009,1050.690186,1054.71582,1026.536377,1026.536377,7036625
2/24/2009,982.2544556,986.2800903,978.2288208,978.2288208,6151283
2/25/2009,1026.536377,1026.536377,1010.433838,1026.536377,10815659
2/26/2009,1026.536377,1026.536377,986.2800903,1006.408203,3304539
2/27/2009,990.3057251,1042.638916,990.3057251,1026.536377,3525133
3/2/2009,1002.382568,1046.664551,1002.382568,1026.536377,2274403
3/3/2009,994.3312988,998.3569336,982.2544556,994.3312988,3611079
3/4/2009,990.3057251,1006.408203,990.3057251,1002.382568,2390895
3/5/2009,1026.536377,1030.562012,1014.459473,1026.536377,6579807
3/6/2009,1006.408203,1034.587646,1006.408203,1026.536377,2928210
3/9/2009,1014.459473,1034.587646,1014.459473,1022.510742,5306969
3/10/2009,1038.613281,1062.76709,1026.536377,1058.741455,12528431
3/11/2009,1111.074707,1111.074707,1086.920898,1103.023438,12200784
3/12/2009,1078.869629,1094.972168,1054.71582,1062.76709,8346225
3/13/2009,1066.792725,1074.843994,1054.71582,1054.71582,4075351
3/16/2009,1050.690186,1094.972168,1046.664551,1094.972168,11094130
3/17/2009,1094.972168,1143.279785,1094.972168,1143.279785,21107217
3/18/2009,1175.484863,1187.561768,1163.407959,1175.484863,19851003
3/19/2009,1147.30542,1183.536133,1119.125977,1119.125977,17422063
3/20/2009,1098.997803,1131.202881,1098.997803,1107.049072,6857518
3/23/2009,1111.074707,1111.074707,1078.869629,1103.023438,13892943
3/24/2009,1155.356689,1155.356689,1151.331055,1155.356689,13268442
3/25/2009,1147.30542,1211.715454,1147.30542,1211.715454,41655285
3/26/2009,1272.099976,1272.099976,1251.971802,1272.099976,24750357
3/27/2009,1332.484497,1332.484497,1288.202515,1288.202515,37837509
3/30/2009,1231.843628,1296.253784,1231.843628,1251.971802,13379734
3/31/2009,1247.946167,1251.971802,1207.689819,1235.869263,15365753
4/1/2009,1272.099976,1296.253784,1243.920532,1296.253784,21057532
4/2/2009,1328.458862,1360.66394,1308.330688,1360.66394,26396550
4/3/2009,1425.074097,1425.074097,1417.022827,1425.074097,13353146
4/6/2009,NA,NA,NA,NA,NA
4/7/2009,1425.074097,1493.509766,1408.971558,1493.509766,33901467
4/8/2009,1429.099731,1557.919922,1429.099731,1429.099731,35217279
4/9/2009,1449.227905,1449.227905,1396.894653,1429.099731,27001444
4/10/2009,1497.5354,1497.5354,1497.5354,1497.5354,4844661
4/13/2009,1569.996826,1569.996826,1569.996826,1569.996826,3762611
4/14/2009,1569.996826,1606.227539,1529.740479,1606.227539,53481001
4/15/2009,1590.125,1662.586426,1541.817383,1541.817383,36273528
4/16/2009,1618.304443,1618.304443,1557.919922,1618.304443,41841582
4/17/2009,1569.996826,1642.458252,1537.791748,1569.996826,32326558
4/20/2009,1497.5354,1529.740479,1493.509766,1497.5354,40075399
4/21/2009,1425.074097,1569.996826,1425.074097,1569.996826,40678046
4/22/2009,1646.483887,1646.483887,1586.099365,1646.483887,36999115
4/23/2009,1650.509521,1686.740234,1630.381348,1630.381348,23438276
4/24/2009,1582.07373,1614.278809,1557.919922,1614.278809,18719512
4/27/2009,1614.278809,1630.381348,1578.048096,1590.125,19763074
4/28/2009,1590.125,1630.381348,1586.099365,1610.253174,19265261
4/29/2009,1614.278809,1622.330078,1602.201904,1622.330078,23570429
4/30/2009,NA,NA,NA,NA,NA
5/1/2009,NA,NA,NA,NA,NA
5/4/2009,1702.842773,1702.842773,1702.842773,1702.842773,6416092
5/5/2009,1787.380981,1787.380981,1787.380981,1787.380981,10494722
5/6/2009,1859.842407,1875.944946,1791.406616,1851.791138,107827987
5/7/2009,1944.380737,1944.380737,1912.175659,1944.380737,41945176
5/8/2009,1952.432007,2032.94458,1944.380737,1968.534546,39066122
5/11/2009,2012.816406,2032.94458,1972.560181,2004.765137,43784400
5/12/2009,2012.816406,2073.200928,1936.329468,2073.200928,37407767
5/13/2009,2053.072754,2093.329102,1972.560181,1972.560181,47399467
5/14/2009,1888.021851,1972.560181,1875.944946,1972.560181,46344724
5/15/2009,2012.816406,2053.072754,1976.585815,2053.072754,35816696
5/18/2009,1952.432007,2053.072754,1952.432007,1992.688232,19874852
5/19/2009,2073.200928,2073.200928,1992.688232,2012.816406,32460700
5/20/2009,2113.457275,2113.457275,2073.200928,2113.457275,109047173
5/21/2009,2113.457275,2113.457275,2032.94458,2053.072754,26417431
5/22/2009,1992.688232,2032.94458,1972.560181,1992.688232,30356683
5/25/2009,2032.94458,2073.200928,2012.816406,2073.200928,26027426
5/26/2009,2073.200928,2093.329102,2012.816406,2012.816406,27296800
5/27/2009,2012.816406,2032.94458,1988.66272,1992.688232,29977120
5/28/2009,1932.303833,1988.66272,1920.226929,1924.252563,25672959
5/29/2009,1972.560181,1972.560181,1900.098755,1952.432007,21147950
6/1/2009,2012.816406,2032.94458,1980.61145,2032.94458,23440262
6/2/2009,2133.585449,2133.585449,2093.329102,2113.457275,55278965
6/3/2009,2113.457275,2133.585449,2073.200928,2113.457275,30299805
6/4/2009,2133.585449,2214.098145,2133.585449,2193.969971,46135822
6/5/2009,2294.61084,2294.61084,2274.482666,2294.61084,179555833
6/8/2009,2395.251465,2395.251465,2375.123535,2395.251465,62918276
6/9/2009,2495.892334,2495.892334,2395.251465,2495.892334,67286289
6/10/2009,2415.379639,2435.507813,2375.123535,2375.123535,66581302
6/11/2009,2435.507813,2475.76416,2354.995361,2475.76416,63315728
6/12/2009,2556.276855,2556.276855,2375.123535,2395.251465,51521558
6/15/2009,2294.61084,2375.123535,2294.61084,2294.61084,50919905
6/16/2009,2193.969971,2254.354492,2193.969971,2193.969971,48086824
6/17/2009,2133.585449,2294.61084,2133.585449,2294.61084,55810070
6/18/2009,2354.995361,2354.995361,2234.226318,2314.739014,29290277
6/19/2009,2375.123535,2375.123535,2274.482666,2314.739014,51717058
6/22/2009,2254.354492,2274.482666,2214.098145,2214.098145,42698348
6/23/2009,2113.457275,2173.841797,2113.457275,2113.457275,70204586
6/24/2009,2214.098145,2214.098145,2193.969971,2214.098145,20265842
6/25/2009,2314.739014,2314.739014,2214.098145,2234.226318,43634109
6/26/2009,2234.226318,2274.482666,2214.098145,2274.482666,21223460
6/29/2009,2274.482666,2314.739014,2254.354492,2274.482666,25323189
6/30/2009,2294.61084,2294.61084,2173.841797,2173.841797,35883769
7/1/2009,2093.329102,2153.713623,2073.200928,2113.457275,33556933
7/2/2009,2153.713623,2214.098145,2113.457275,2193.969971,26536925
7/3/2009,2173.841797,2214.098145,2153.713623,2214.098145,18728707
7/6/2009,2254.354492,2314.739014,2234.226318,2314.739014,31836967
7/7/2009,2294.61084,2334.867188,2254.354492,2274.482666,20915451
7/8/2009,2274.482666,2294.61084,2254.354492,2274.482666,19040697
7/9/2009,2274.482666,2314.739014,2254.354492,2294.61084,13749860
7/10/2009,2274.482666,2294.61084,2214.098145,2234.226318,19600114
7/13/2009,2214.098145,2214.098145,2153.713623,2173.841797,15833747
7/14/2009,2173.841797,2173.841797,2113.457275,2153.713623,17331907
7/15/2009,2193.969971,2234.226318,2173.841797,2193.969971,10574208
7/16/2009,2254.354492,2254.354492,2193.969971,2214.098145,14142337
7/17/2009,2214.098145,2254.354492,2193.969971,2214.098145,11730810
7/20/2009,2153.713623,2173.841797,2133.585449,2153.713623,10875026
7/21/2009,2173.841797,2214.098145,2153.713623,2173.841797,14060117
